Area,Area_glatt,Datum,Volume,WD,WD_calc_smooth,Vol_calc
,,2017-07-31,5008.2683394813175,2.8760833333333333,,
,,2017-08-01,4773.765332047987,2.829416666666667,,
4978.0,4795.0,2017-08-02,4550.88264778132,2.783916666666667,2.6811958501885544,4068.6068906028804
,,2017-08-03,4329.759859242987,2.7375833333333337,,
,,2017-08-04,4104.230455789998,2.689,,
,,2017-08-05,3881.8517708211107,2.639666666666667,,
,,2017-08-06,4739.929333934649,2.8225833333333328,,
,,2017-08-07,7514.349220171875,3.31625,,
,,2017-08-08,9912.202692661878,3.669750000000001,,
,,2017-08-09,10676.056634425278,3.772833333333333,,
,,2017-08-10,10837.782188131949,3.794166666666667,,
,,2017-08-11,10672.281180234444,3.7723333333333335,,
,,2017-08-12,10352.01841961632,3.7295833333333337,,
,,2017-08-13,9938.26588844444,3.673333333333333,,
,,2017-08-14,9505.913669056874,3.61325,,
,,2017-08-15,9053.96857910632,3.548916666666667,,
,,2017-08-16,8632.55303295132,3.487416666666667,,
9480.0,9224.0,2017-08-17,8232.525564592988,3.4275833333333336,4.133440233654278,13577.753818101826
,,2017-08-18,7791.972283301322,3.359916666666667,,
,,2017-08-19,7491.275649951316,3.312583333333333,,
,,2017-08-20,7206.998014756318,3.266916666666667,,
,,2017-08-21,6929.956293627502,3.2215000000000007,,
6520.0,6355.0,2017-08-22,6707.453765434442,3.184333333333333,3.1927111444325216,6757.277347781324
,,2017-08-23,6476.597205709654,3.145083333333334,,
,,2017-08-24,6209.998092791949,3.0988333333333338,,
,,2017-08-25,5921.438113559655,3.0475833333333338,,
,,2017-08-26,5631.513440536875,2.99475,,
5251.0,5087.0,2017-08-27,5360.238736639998,2.9439999999999995,2.776941020649605,4517.214887625206
,,2017-08-28,5037.150872481874,2.88175,,
,,2017-08-29,4702.119625309652,2.8149166666666665,,
,,2017-08-30,4379.748645605274,2.748166666666666,,
,,2017-08-31,4064.680027354445,2.680333333333333,,
,,2017-09-01,3830.974017205279,2.628166666666667,,
,,2017-09-02,3653.255127284444,2.587333333333333,,
,,2017-09-03,3510.1714037544416,2.553666666666666,,
,,2017-09-04,3318.343416351109,2.507333333333333,,
,,2017-09-05,3158.8003047677776,2.4676666666666667,,
,,2017-09-06,3032.272125824653,2.435416666666667,,
,,2017-09-07,2942.825808325276,2.4121666666666663,,
,,2017-09-08,2843.933998039997,2.386,,
,,2017-09-09,2746.9223450052773,2.359833333333333,,
,,2017-09-10,2782.5420529475005,2.3695000000000004,,
,,2017-09-11,2814.384970231319,2.378083333333333,,
,,2017-09-12,3008.72522695111,2.429333333333333,,
,,2017-09-13,3357.8784341099986,2.517,,
,,2017-09-14,3842.0035061511107,2.630666666666667,,
,,2017-09-15,4347.4372384711105,2.7413333333333334,,
,,2017-09-16,4944.86865277299,2.8635833333333336,,
,,2017-09-17,5389.73716711632,2.949583333333333,,
,,2017-09-18,5693.967444921875,3.00625,,
,,2017-09-19,5906.158296371945,3.044833333333333,,
,,2017-09-20,5964.146040286876,3.0552500000000005,,
6608.0,6267.0,2017-09-21,5881.199752954442,3.0403333333333333,3.1638564355264513,6586.4870840216545
,,2017-09-22,5757.697668491317,3.0179166666666664,,
,,2017-09-23,5573.909724501316,2.984083333333333,,
,,2017-09-24,5384.447573264652,2.9485833333333336,,
,,2017-09-25,5174.252497326321,2.9084166666666667,,
,,2017-09-26,4962.5773158663205,2.867083333333333,,
,,2017-09-27,4733.342138296874,2.82125,,
,,2017-09-28,4500.6561112274985,2.7735,,
,,2017-09-29,4266.051726240001,2.7239999999999998,,
,,2017-09-30,4040.821908826319,2.6750833333333333,,
,,2017-10-01,3883.331904000001,2.64,,
,,2017-10-02,3699.9588151052776,2.5981666666666667,,
,,2017-10-03,3500.3700412044477,2.551333333333334,,
,,2017-10-04,3297.9949551677782,2.502333333333333,,
,,2017-10-05,3129.120285605278,2.460166666666667,,
4247.0,3988.0,2017-10-06,2945.688004199652,2.412916666666667,2.4165850537431166,2959.7097812487827
,,2017-10-07,2760.4030629274994,2.3635,,
,,2017-10-08,2609.089732081875,2.32175,,
,,2017-10-09,2438.75006145632,2.2730833333333336,,
,,2017-10-10,2295.867097356874,2.23075,,
3568.0,3376.0,2017-10-11,2150.9765734218736,2.18625,2.2159136690781764,2246.9562430826873
,,2017-10-12,2013.5728350429865,2.142416666666666,,
,,2017-10-13,1884.4006266996523,2.0995833333333334,,
,,2017-10-14,1753.6489775896518,2.0544166666666666,,
,,2017-10-15,1627.8220821899995,2.009,,
,,2017-10-16,1504.4321043677787,1.9623333333333333,,
